step,time_elapsed,mean_reward,std_reward
8160000,9401.066,0.426,0.872
8170000,9420.625,0.212,0.961
8180000,9440.328,0.255,0.945
8190000,9459.941,0.368,0.896
8200000,9479.214,0.334,0.917
8210000,9515.325,0.381,0.89
8220000,9535.027,0.153,0.975
8230000,9554.371,0.393,0.885
8240000,9574.03,0.52,0.813
8250000,9593.537,0.393,0.882
8260000,9613.291,0.437,0.869
8270000,9633.003,0.295,0.927
8280000,9652.255,0.472,0.834
8290000,9672.125,0.338,0.911
8300000,9692.826,0.322,0.925
8310000,9731.507,0.437,0.86
8320000,9752.865,0.454,0.851
8330000,9774.332,0.334,0.914
8340000,9796.304,0.346,0.908
8350000,9817.523,0.34,0.908
8360000,9839.575,0.467,0.848
8370000,9861.201,0.376,0.903
8380000,9882.707,0.532,0.805
8390000,9904.41,0.404,0.882
8400000,9926.29,0.473,0.842
8410000,9964.113,0.342,0.91
8420000,9985.757,0.431,0.868
8430000,10007.116,0.339,0.911
8440000,10028.64,0.302,0.928
8450000,10050.892,0.354,0.898
8460000,10072.317,0.439,0.865
8470000,10093.987,0.33,0.927
8480000,10115.885,0.463,0.851
8490000,10137.769,0.415,0.882
8500000,10159.26,0.324,0.915
8510000,10197.805,0.396,0.89
8520000,10219.42,0.572,0.766
8530000,10241.12,0.462,0.857
8540000,10262.28,0.388,0.892
8550000,10284.231,0.361,0.9
8560000,10306.01,0.325,0.923
8570000,10327.364,0.417,0.872
8580000,10348.996,0.483,0.837
8590000,10371.447,0.297,0.93
8600000,10393.167,0.498,0.83
8610000,10415.247,0.395,0.884
8620000,10453.27,0.384,0.89
8630000,10475.584,0.357,0.909
8640000,10497.396,0.405,0.884
8650000,10519.538,0.299,0.929
8660000,10541.755,0.463,0.853
8670000,10563.487,0.414,0.873
8680000,10585.51,0.391,0.886
8690000,10606.881,0.377,0.892
8700000,10629.079,0.418,0.882
8710000,10650.672,0.331,0.914
8720000,10688.704,0.295,0.927
8730000,10710.194,0.385,0.892
8740000,10731.904,0.304,0.931
8750000,10753.572,0.424,0.871
8760000,10775.079,0.431,0.867
8770000,10797.147,0.398,0.885
8780000,10818.458,0.424,0.871
8790000,10840.456,0.354,0.91
8800000,10862.296,0.367,0.903
8810000,10883.744,0.228,0.954
8820000,10922.447,0.35,0.902
8830000,10944.138,0.413,0.884
8840000,10965.786,0.347,0.91
8850000,10987.701,0.419,0.869
8860000,11009.689,0.422,0.877
8870000,11031.334,0.441,0.859
8880000,11053.169,0.267,0.94
8890000,11074.739,0.343,0.906
8900000,11096.76,0.373,0.901
8910000,11118.988,0.476,0.84
8920000,11156.991,0.417,0.878
8930000,11178.496,0.325,0.923
8940000,11199.748,0.252,0.946
8950000,11221.457,0.407,0.881
8960000,11243.35,0.398,0.877
8970000,11265.049,0.33,0.915
8980000,11286.441,0.312,0.923
8990000,11308.348,0.437,0.871
9000000,11330.179,0.174,0.967
9010000,11352.075,0.409,0.878
9020000,11373.603,0.456,0.855
9030000,11411.734,0.413,0.883
9040000,11434.465,0.377,0.896
9050000,11456.626,0.396,0.882
9060000,11479.953,0.45,0.857
9070000,11503.976,0.439,0.86
9080000,11527.766,0.395,0.885
9090000,11550.771,0.425,0.875
9100000,11574.392,0.461,0.847
9110000,11596.412,0.212,0.957
9120000,11620.008,0.343,0.908
9130000,11659.625,0.338,0.918
9140000,11681.156,0.307,0.925
9150000,11702.706,0.367,0.9
9160000,11724.163,0.437,0.859
9170000,11748.006,0.25,0.945
9180000,11772.889,0.447,0.856
9190000,11796.191,0.469,0.852
9200000,11819.209,0.293,0.935
9210000,11842.069,0.361,0.903
9220000,11865.716,0.377,0.9
9230000,11905.865,0.554,0.783
9240000,11928.795,0.525,0.807
9250000,11952.112,0.395,0.884
9260000,11974.996,0.418,0.876
9270000,11997.888,0.347,0.912
9280000,12021.515,0.347,0.911
9290000,12044.187,0.409,0.888
9300000,12064.969,0.335,0.917
9310000,12084.569,0.346,0.907
9320000,12105.342,0.415,0.877
9330000,12142.003,0.368,0.898
9340000,12161.105,0.331,0.915
9350000,12180.865,0.356,0.909
9360000,12200.89,0.222,0.958
9370000,12220.063,0.334,0.91
9380000,12239.58,0.307,0.927
9390000,12258.806,0.326,0.919
9400000,12278.332,0.434,0.865
9410000,12298.104,0.299,0.935
9420000,12317.586,0.389,0.89
9430000,12337.189,0.367,0.901
9440000,12373.1,0.265,0.944
9450000,12392.876,0.367,0.905
9460000,12412.537,0.299,0.934
9470000,12431.804,0.223,0.949
9480000,12451.705,0.276,0.935
9490000,12471.175,0.431,0.868
9500000,12491.017,0.236,0.953
9510000,12510.555,0.338,0.92
9520000,12530.457,0.48,0.837
9530000,12549.829,0.288,0.936
9540000,12585.825,0.381,0.897
9550000,12605.317,0.199,0.965
9560000,12624.917,0.266,0.94
9570000,12644.43,0.297,0.932
9580000,12663.998,0.331,0.923
9590000,12683.552,0.384,0.892
9600000,12703.105,0.346,0.91
9610000,12722.779,0.398,0.892
9620000,12742.181,0.287,0.932
9630000,12762.222,0.383,0.891
9640000,12797.991,0.38,0.892
9650000,12820.77,0.466,0.842
9660000,12842.975,0.376,0.89
9670000,12865.35,0.388,0.888
9680000,12887.444,0.317,0.926
9690000,12910.541,0.42,0.874
9700000,12932.538,0.422,0.873
9710000,12955.043,0.489,0.827
9720000,12977.088,0.45,0.861
9730000,12999.93,0.275,0.942
9740000,13041.563,0.403,0.882
9750000,13061.771,0.446,0.861
9760000,13081.67,0.366,0.897
9770000,13101.672,0.368,0.897
9780000,13120.73,0.264,0.937
9790000,13140.677,0.444,0.859
9800000,13160.15,0.422,0.864
9810000,13179.745,0.475,0.841
9820000,13199.518,0.282,0.933
9830000,13219.437,0.272,0.937
9840000,13258.102,0.384,0.887
9850000,13274.684,0.409,0.877
9860000,13294.187,0.372,0.897
9870000,13313.453,0.392,0.891
9880000,13333.003,0.346,0.908
9890000,13352.917,0.382,0.896
9900000,13372.052,0.339,0.921
9910000,13391.734,0.262,0.943
9920000,13411.331,0.364,0.904
9930000,13430.723,0.409,0.88
9940000,13450.622,0.428,0.867
9950000,13487.117,0.583,0.765
9960000,13506.276,0.529,0.805
9970000,13525.891,0.438,0.858
9980000,13545.216,0.346,0.908
9990000,13564.83,0.283,0.935
10000000,13584.31,0.351,0.913
